   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.90298,             0.86581,               0.945,             0.63234,            0.031014,            0.012812,                   0,             0.00631,             0.01233,             0.84902,              0.0006,              3.1933,                0.95,             0.14412,              0.0548,             0.41164,              1.1825,              1.2242,              0.7457,                 0.2,              7.2214,                   0,             0.00623,             0.70201,             0.43291,                   0,             0.07573,             0.50169,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.90438,             0.87989,             0.94201,             0.61621,            0.034855,           0.0098423,                   0,             0.00813,              0.0113,             0.88109,             0.00061,              3.1933,                0.95,              0.1476,             0.05403,             0.37688,              1.1694,              1.1334,             0.62202,                 0.2,              7.2704,                   0,             0.00715,             0.87075,             0.42562,                   0,             0.07324,             0.44912,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.92011,             0.90698,             0.94665,             0.65478,            0.030239,            0.012495,                   0,             0.00719,             0.01188,             0.85598,             0.00061,              3.1797,                0.95,              0.1493,             0.05391,             0.37503,              1.1542,              1.2659,             0.72127,                 0.2,              7.3219,                   0,             0.00627,             0.77282,             0.47615,                   0,             0.07302,             0.49092,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.90172,             0.85351,             0.93748,             0.60971,            0.037946,            0.012025,                   0,             0.00662,             0.01441,             0.86578,             0.00055,              4.0136,                0.95,              0.1476,             0.06135,              0.4573,              1.1448,              1.1954,             0.69908,                 0.2,              6.3436,                   0,             0.00623,                 0.9,             0.68191,                   0,             0.07324,              0.4316,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.94655,             0.82369,              0.9543,             0.56892,            0.031184,            0.015306,                   0,             0.00702,             0.01113,             0.85474,             0.00063,              3.1933,             0.81971,              0.1476,             0.04962,             0.48206,             0.85772,              1.5765,             0.69522,                 0.2,              7.2704,                   0,             0.00623,             0.86117,             0.39597,                   0,             0.04999,             0.37565,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,                   2
             0.90348,             0.86047,             0.93729,             0.56969,            0.037017,            0.012449,                   0,             0.00786,             0.01221,             0.85415,             0.00063,               2.994,                0.95,              0.1476,             0.05847,             0.42619,              1.1924,              1.3463,              0.6307,                 0.2,              7.3138,                   0,             0.00631,             0.71894,             0.46921,                   0,             0.06569,             0.44309,                   0,                   0,                   0,                 0.5,             0.96579,                   0,                   0,              2.4437
             0.91422,             0.86749,             0.92941,             0.61828,            0.026633,            0.011618,                   0,             0.00823,             0.01289,             0.85474,             0.00046,              3.0467,                0.95,             0.14905,             0.04769,             0.36735,              1.3842,              1.1869,             0.60232,                 0.2,                   8,                   0,             0.00648,             0.68555,             0.46324,                   0,             0.07075,             0.47214,                   0,                   0,                   0,                 0.5,             0.93543,                   0,                   0,              2.7622
             0.91426,             0.89535,              0.9363,             0.59352,            0.034059,             0.01308,                   0,             0.00681,             0.01306,             0.83906,             0.00055,              3.1933,                0.95,              0.1476,             0.05322,             0.36215,              1.0534,              1.2718,             0.75293,                 0.2,              7.2393,                   0,             0.00666,             0.77674,             0.45774,                   0,               0.074,              0.4896,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.86507,             0.89535,             0.94827,             0.58896,            0.031667,            0.016248,                   0,             0.00828,             0.01402,             0.85474,             0.00042,              2.4057,             0.71012,                 0.2,             0.05403,             0.35051,              1.3676,              1.5624,             0.82097,                 0.2,              4.5584,                   0,             0.00486,             0.77282,             0.40457,                   0,             0.07669,             0.45527,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93693,             0.86371,             0.94798,             0.66096,             0.03182,            0.011148,                   0,              0.0072,             0.01383,             0.84757,             0.00061,              3.0518,             0.94005,             0.15147,             0.05403,             0.37688,              1.0992,              1.2564,             0.61129,                 0.2,              7.2704,                   0,             0.00576,             0.72629,             0.53164,                   0,             0.07244,             0.47582,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.1117
             0.91029,             0.89535,             0.95342,             0.59606,            0.033254,            0.013203,                   0,              0.0072,             0.01382,             0.89194,             0.00061,              3.1933,                0.95,              0.1518,              0.0505,             0.39078,              1.0651,              1.2718,             0.84488,                 0.2,              7.2704,                   0,             0.00548,             0.77282,             0.43073,                   0,             0.07871,              0.4896,                   0,                   0,                   0,                 0.5,             0.98691,                   0,                   0,              2.0445
             0.88937,             0.84135,             0.94235,             0.59933,            0.034244,            0.013613,                   0,             0.00677,              0.0118,             0.85474,             0.00061,              3.1829,                0.95,             0.13823,             0.05843,             0.38331,              1.0495,              1.2718,             0.78546,                 0.2,              6.4701,                   0,             0.00544,             0.68632,              0.4944,                   0,             0.07521,              0.4896,                   0,                   0,                   0,                 0.5,             0.97976,                   0,                   0,                   2
             0.92738,             0.89096,              0.9344,             0.57759,            0.035468,            0.012626,                   0,              0.0072,             0.01182,             0.85474,             0.00061,              3.1787,                0.95,             0.14748,             0.05435,             0.37604,              1.1499,              1.2715,             0.72211,                 0.2,              7.2972,                   0,             0.00623,             0.77282,             0.48225,                   0,             0.07306,             0.48838,                   0,                   0,                   0,                 0.5,             0.98691,                   0,                   0,                   2
             0.91328,             0.83721,             0.92005,             0.57501,            0.037999,            0.012423,                   0,              0.0072,             0.01309,             0.83406,             0.00053,              3.3822,             0.94995,             0.16261,             0.05457,             0.40248,              1.1135,              1.2437,             0.72127,                 0.2,              7.6061,                   0,             0.00614,             0.72543,             0.46875,                   0,             0.06555,             0.47152,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.92672,             0.88229,             0.93977,             0.67427,            0.033262,           0.0093413,                   0,              0.0072,             0.01139,             0.86312,             0.00059,              3.7884,                0.95,              0.1497,               0.058,             0.36133,              1.1448,             0.88788,             0.72127,                 0.2,              7.6114,                   0,             0.00623,             0.77282,             0.48109,                   0,             0.08477,              0.4658,                   0,                   0,                   0,                 0.5,             0.94257,                   0,                   0,              2.1688
             0.87963,             0.84975,              0.9266,             0.61614,            0.031002,            0.010245,                   0,             0.00795,             0.01259,             0.85732,             0.00065,              2.8151,                0.95,             0.14897,             0.05327,             0.33008,              1.2733,              1.0262,             0.58772,                 0.2,              7.4486,                   0,             0.00788,             0.71819,             0.50492,                   0,             0.07356,             0.44435,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.581
             0.83002,             0.81395,             0.89867,             0.54017,            0.033833,           0.0096453,                   0,             0.00763,             0.01332,             0.74242,             0.00048,              2.5584,                0.95,             0.15095,             0.05813,             0.43366,              1.0265,             0.84862,             0.53407,                 0.2,              6.6859,                   0,              0.0089,                 0.9,             0.62637,                   0,             0.07165,             0.36555,                   0,                   0,                   0,                 0.5,             0.95645,                   0,                   0,               2.581
              0.8908,             0.83721,             0.92179,             0.58318,            0.026353,            0.014901,                   0,             0.00763,             0.01199,             0.82532,             0.00067,              2.8151,             0.85226,             0.15095,             0.04637,             0.31466,             0.56649,              1.3066,             0.76846,                 0.2,              4.7231,                   0,              0.0087,             0.88394,             0.52026,                   0,             0.07165,              0.4645,                   0,                   0,                   0,                 0.5,             0.68925,                   0,                   0,               2.581
             0.84437,             0.88372,             0.90721,             0.63306,            0.032406,            0.010403,                   0,               0.008,             0.01332,             0.85001,             0.00064,              2.9617,                0.95,             0.15095,             0.05703,               0.336,              1.3568,             0.96993,             0.62274,                 0.2,              7.2329,                   0,             0.00761,             0.70108,             0.53633,                   0,             0.07165,              0.4645,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6827
             0.87699,             0.86047,             0.91871,             0.57895,             0.03833,              0.0095,                   0,             0.00741,             0.01483,             0.87423,             0.00065,              2.5745,             0.93434,             0.14594,             0.05843,             0.35226,              1.2733,              0.9606,             0.57928,                 0.2,              7.2172,                   0,             0.00727,              0.7383,             0.52619,                   0,             0.07165,              0.4645,                   0,                   0,                   0,                 0.5,             0.99773,                   0,                   0,               2.581
             0.90429,              0.8789,             0.94606,             0.63261,            0.033411,           0.0093399,                   0,             0.00807,             0.01054,             0.88326,             0.00057,               2.431,                0.95,             0.10454,             0.05606,             0.37987,              1.4628,              1.0987,             0.55631,                 0.2,               7.122,                   0,              0.0076,             0.60736,             0.35169,                   0,             0.05511,             0.32181,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.89846,             0.82311,              0.9222,             0.61306,            0.030184,           0.0086407,                   0,               0.008,             0.01398,             0.83984,             0.00059,              2.5549,                0.95,             0.16335,             0.05375,             0.32046,              1.6664,              0.9075,             0.60031,                 0.2,              7.2713,                   0,             0.00715,             0.72068,             0.52619,                   0,              0.0681,              0.4645,                   0,                   0,                   0,                 0.5,             0.95359,                   0,                   0,              2.2501
             0.89362,              0.8791,             0.92413,             0.56859,            0.018221,           0.0087264,                   0,             0.00521,             0.01463,              0.8686,              0.0007,              2.5413,                0.95,             0.12935,             0.03107,              0.3051,              1.1842,             0.94704,             0.55467,                 0.2,              6.5932,                   0,             0.00809,             0.69341,             0.59083,                   0,             0.07469,              0.4645,                   0,                   0,                   0,                 0.5,             0.78063,                   0,                   0,              3.4877
              0.8716,             0.86832,             0.94107,             0.64196,            0.038744,           0.0072305,                   0,             0.00791,             0.01407,              0.8894,             0.00046,              3.0846,                0.95,             0.13064,             0.06017,             0.32162,              1.2005,             0.76398,             0.61248,                 0.2,                   8,                   0,               0.006,              0.8189,             0.62286,                   0,             0.08065,             0.57137,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4976
             0.92656,             0.82558,             0.93701,             0.59274,            0.032969,            0.009084,                   0,             0.00751,             0.01332,             0.85373,             0.00064,               2.783,                0.95,             0.15482,             0.05606,             0.34283,               1.251,              0.9606,             0.61585,                 0.2,               6.967,                   0,             0.00715,             0.70988,             0.52619,                   0,             0.07273,             0.46594,                   0,                   0,                   0,                 0.5,             0.98145,                   0,                   0,              2.4913
             0.90519,             0.88816,             0.94624,             0.65244,            0.038035,            0.014397,                   0,               0.008,             0.01332,             0.83959,             0.00072,              3.0343,             0.94848,             0.16246,             0.07012,             0.31689,              1.2733,               1.229,             0.69698,                 0.2,              7.1903,                   0,              0.0086,             0.82435,             0.48698,                   0,             0.06434,             0.39055,                   0,                   0,                   0,                 0.5,             0.77365,                   0,                   0,               2.581
             0.86803,             0.87209,             0.93788,             0.61234,            0.033109,           0.0098685,                   0,             0.00515,             0.01419,             0.89019,             0.00064,              2.3113,             0.85696,             0.11179,             0.05606,             0.39468,              1.2796,              1.0629,                 0.5,                 0.2,              7.0599,                   0,              0.0076,              0.5508,              0.6276,                   0,              0.0789,             0.41198,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              3.3754
             0.90571,             0.82558,             0.91497,             0.60419,            0.031848,           0.0096146,                   0,               0.008,             0.01231,             0.85726,             0.00064,              2.9053,                0.95,             0.15095,             0.05168,             0.33008,              1.3283,             0.94468,             0.60476,                 0.2,              7.7206,                   0,              0.0076,             0.73361,             0.52008,                   0,             0.07165,             0.54683,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2316
              0.9015,             0.85135,             0.94554,             0.66599,            0.029036,           0.0097101,                   0,             0.00786,             0.01332,             0.85726,             0.00064,              2.8028,                0.95,             0.14755,             0.05568,             0.33239,              1.2815,             0.92832,             0.59655,                 0.2,              7.0644,                   0,              0.0076,             0.73166,             0.52801,                   0,             0.07311,             0.46325,                   0,                   0,                   0,                 0.5,             0.98211,                   0,                   0,              2.5998
             0.89983,             0.84884,             0.94759,             0.60747,            0.036533,           0.0099145,                   0,             0.00711,             0.01252,             0.87635,             0.00059,              3.0917,                0.95,             0.14974,             0.05868,             0.33008,              1.2733,             0.94527,             0.59592,                 0.2,              7.0599,                   0,             0.00869,             0.71819,             0.49999,                   0,             0.07908,             0.38811,                   0,                   0,                   0,                 0.5,             0.90672,                   0,                   0,               2.581
